e52,e23,x38,xv38,vinqi
RECURSIVELY,recursiwely,recursiwely,,
REDEBUG,redebug,redebug,,
REDIRECT,redirect,redirect,,
REDIRECTED,redirected,redirected,,
REDISTRIBUTE,redistribute,redistribute,,
REDOTALL,redotall,redotall,,
REDUCE,reduce,reduce,,
REDUCED,reduced,reduced,,
REFER,refer,refxr,,
REFERENCE,reference,refxrence,,
REFERENCES,references,refxrences,,
REFS,refs,refs,,
REGARD,regard,regard,,
REGARDING,regarding,regarding,,
REGARDLESS,regardless,regardless,,
REGEX,regex,regex,,
REGEXFLAG,regexflag,regexflag,,
REGEXP,regexp,regexp,,
REGISTER,register,registxr,,
REGISTERED,registered,registxred,,
REGISTRATION,registration,registration,,
REGISTRYNAME,registryname,registryname,,
REGRESSION,regression,regression,,
REGULAR,regular,regular,,
REIGNORECASE,reignorecase,reignorecase,,
REJECT,rezect,rezect,,
RELATED,related,related,,
RELATIVE,relatiwe,relatiwe,,
RELEASE,release,release,,
RELEASELEV,releaselew,releaseliyu,,
RELEVANT,relewant,reliyuant,,
RELOCALE,relocale,relocale,,
RELTOL,reltol,reltol,,
RELTOLE,reltole,reltole,,
REMAIN,remain,remain,,
REMAINDER,remainder,remaindxr,,
REMAINING,remaining,remaining,,
REMATCH,rematch,rematch,,
REMEMBERED,remembered,remembxred,,
REMEMBERS,remembers,remembxrs,,
REMOTE,remote,remote,,
REMOVE,remowe,remowe,,
REMOVED,remowed,remowed,,
REMOVES,remowes,remowes,,
REMULTILINE,remultiline,remultiline,,
RENAME,rename,rename,,
RENAMEFALSE,renamefalse,renamefalse,,
RENAMESOLD,renamesold,renamesold,,
RENOFLAG,renoflag,renoflag,,
REPARSE,reparse,reparse,,
REPATTERN,repattern,repattxrn,,
REPEATING,repeating,repeating,,
REPETITION,repetition,repetition,,
REPETITIONS,repetitions,repetitions,,
REPL,repl,repl,,
REPLACE,replace,replace,,
REPLACED,replaced,replaced,,
REPLACEMENT,replacement,replacement,,
REPLACESELF,replaceself,replaceself,,
REPLACING,replacing,replacing,,
REPORT,report,report,,
REPORTED,reported,reported,,
REPORTING,reporting,reporting,,
REPR,repr,repr,,
REPRESENT,represent,represent,,
REPRESENTED,represented,represented,,
REPRESENTING,representing,representing,,
REPRESENTS,represents,represents,,
REPRODUCIBLE,reproducible,reproducible,,
REPRSELF,reprself,reprself,,
REQUEST,rekuest,rekuest,,
REQUESTED,rekuested,rekuested,,
REQUIRED,rekuired,rekuired,,
REQUIREMENT,rekuirement,rekuirement,,
REQUIRES,rekuires,rekuires,,
RES,res,res,,
RESEARCH,research,research,,
RESERVED,reserwed,resxrwed,,
RESOLUTION,resolution,resolution,,
RESOLVE,resolwe,resolwe,,
RESOLVED,resolwed,resolwed,,
RESOLVES,resolwes,resolwes,,
RESOURCES,resources,resources,,
RESPECTIVE,respectiwe,respectiwe,,
RESPECTIVELY,respectiwely,respectiwely,,
RESPONSIBLE,responsible,responsible,,
RESTKEYNONE,restkeynone,restkeynone,,
RESTORED,restored,restored,,
RESTVAL,restwal,restwal,,
RESTVALNONE,restwalnone,restwalnone,,
RESULT,result,result,,
RESULTING,resulting,resulting,,
RESULTNONE,resultnone,resultnone,,
RESULTS,results,results,,
RESUMES,resumes,resumes,,
RESUMPTIONS,resumptions,resumptions,,
RETAINED,retained,retained,,
RETAINS,retains,retains,,
RETRIED,retried,retried,,
RETRIEVE,retrixwx,retrixwx,,
RETRIEVED,retrixwxd,retrixwxd,,
RETURN,return,return,,
RETURNED,returned,returned,,
RETURNING,returning,returning,,
RETURNS,returns,returns,,
REUNICODE,reunicode,reunicode,,
REVERBOSE,rxwxrbose,rxwxrbose,,
REVERSE,rxwxrse,rxwxrse,,
REVERSEDOD,rxwxrsedod,rxwxrsedod,,
RFC,rfc,rfc,,
RICHARD,richard,richard,,
RIGHTMOST,rightmost,rightmost,,
RIGHTS,rights,rights,,
RMDIR,rmdir,rmdir,,
ROK,rok,rok,,
ROOT,root,root,,
ROOTED,rooted,rooted,,
ROOTLOGGER,rootlogger,rootloggxr,,
ROSSUM,rossum,rossum,,
ROTATE,rotate,rotate,,
ROTATES,rotates,rotates,,
ROUGHLY,roughly,roughly,,
ROUND,round,round,,
ROUNDED,rounded,rounded,,
ROUNDING,rounding,rounding,,
ROUTINE,routine,routine,,
ROUTINES,routines,routines,,
ROW,row,row,,
ROWDICT,rowdict,rowdict,,
ROWDICTS,rowdicts,rowdicts,,
ROWS,rows,rows,,
RRAADDDDSELF,rraaddddself,rraaddddself,,
RRAANNDD,rraanndd,rraanndd,,
RREE,rree,rree,,
RREEAADD,rreeaadd,rreeaadd,,
RREEAADDFD,rreeaaddfd,rreeaaddfd,,
RREEAALL,rreeaall,rreeaall,,
RREEGGSS,rreeggss,rreeggss,,
RREEPPRR,rreepprr,rreepprr,,
RREEPPRRSELF,rreepprrself,rreepprrself,,
RRMMOODDSELF,rrmmooddself,rrmmooddself,,
RRMMUULL,rrmmuull,rrmmuull,,
RRMMUULLSELF,rrmmuullself,rrmmuullself,,
RROOKK,rrookk,rrookk,,
RROOOOTT,rroooott,rroooott,,
RROORR,rroorr,rroorr,,
RROORRSELF,rroorrself,rroorrself,,
RRPPOOWWSELF,rrppoowwself,rrppoowwself,,
RRSSUUBBSELF,rrssuubbself,rrssuubbself,,
RRUUNNSELF,rruunnself,rruunnself,,
RRXXOORR,rrxxoorr,rrxxoorr,,
RULES,rules,rules,,
RUN,run,run,,
RUNNER,runner,runnxr,,
RUNNING,running,running,,
RUNS,runs,runs,,
RUNTEST,runtest,runtest,,
SAF,saf,saf,,
SAFETY,safety,safety,,
SAJIP,sazip,sazip,,
SAMPLE,sample,sample,,
SAPPENDVALUE,sappendwalue,sappendwalue,,
SATISFY,satisfy,satisfy,,
SAVE,sawe,sawe,,
SAVED,sawed,sawed,,
SCAN,scan,scan,,
SCANDIR,scandir,scandir,,
SCANNED,scanned,scanned,,
SCANNER,scanner,scannxr,,
SCLEAR,sclear,sclear,,
SCOUNTVALUE,scountwalue,scountwalue,,
SCREEN,screen,screen,,
SCRIPT,script,script,,
SCRIPTS,scripts,scripts,,
SEARCH,search,search,,
SEARCHED,searched,searched,,
SEARCHING,searching,searching,,
SECOND,second,second,,
SECONDS,seconds,seconds,,
SEEK,seek,seek,,
SEEKCUR,seekcur,seekcur,,
SEEKEND,seekend,seekend,,
SEEKSET,seekset,seekset,,
SEEN,seen,seen,,
SEGMENT,segment,segment,,
SEGMENTS,segments,segments,,
SELECTED,selected,selected,,
SELF,self,self,,
SELFKEY,selfkey,selfkey,,
SELFVALUE,selfwalue,selfwalue,,
SELIVANOV,seliwanow,seliwanow,,
SEND,send,send,,
SENDS,sends,sends,,
SENSIBLE,sensible,sensible,,
SENT,sent,sent,,
SEP,sep,sep,,
SEPARATE,separate,separate,,
SEPARATED,separated,separated,,
SEPARATELY,separately,separately,,
SEPARATOR,separator,separator,,
SEPARATORS,separators,separators,,
SEPNONE,sepnone,sepnone,,
SEQ,sek,sek,,
SEQTYPE,sektype,sektype,,
SEQTYPENONE,sektypenone,sektypenone,,
SEQUENCE,sekuence,sekuence,,
SEQUENCES,sekuences,sekuences,,
SERIALIZABLE,serializable,sxrializable,,
SERIALIZE,serialize,sxrialize,,
SERIALIZED,serialized,sxrialized,,
SERIALIZING,serializing,sxrializing,,
SERVER,serwer,sxrwxr,,
SERVICEPACK,serwicepack,sxrwicepak,,
SESSION,session,session,,
SET,set,set,,
SETLIKE,setlike,setlike,,
SETPROFILE,setprofile,setprofile,,
SETS,sets,sets,,
SETSPECIFIC,setspecific,setspecific,,
SETTING,setting,setting,,
SETTINGS,settings,settings,,
SETTRACE,settrace,settrace,,
SETUP,setup,setup,,
SETUPCLASS,setupclass,setupclass,,
SETUPMODULE,setupmodule,setupmodule,,
SETUPNONE,setupnone,setupnone,,
SEVEN,sxwxn,sxwxn,,
SEVERAL,sxwxral,sxwxral,,
SEVERITY,sxwxrity,sxwxrity,,
SHALL,shall,shall,,
SHALLOW,shallow,shallow,,
SHAZAM,shazam,shazam,,
SHELL,shell,shell,,
SHELLEXECUTE,shellexecute,shellexecute,,
SHIFTED,shifted,shifted,,
SHORT,short,short,,
SHOULD,should,should,,
SHOW,show,show,,
SHOWCMD,showcmd,showcmd,,
SHOWING,showing,showing,,
SHOWN,shown,shown,,
SHOWS,shows,shows,,
SIDE,side,side,,
SIG,sig,sig,,
SIGN,sign,sign,,
SIGNAL,signal,signal,,
SIGNALS,signals,signals,,
SIGNATURE,signature,signature,,
SIGNED,signed,signed,,
SIGNEDFALSE,signedfalse,signedfalse,,
SIGNIFICANT,significant,significant,,
SIGNIFYING,signifying,signifying,,
SIGNS,signs,signs,,
SILENCED,silenced,silenced,,
SILENTLY,silently,silently,,
SIMILAR,similar,similar,,
SIMILARLY,similarly,similarly,,
SIMPLE,simple,simple,,
SIMPLEJSON,simplezson,simplezson,,
SIMPLEST,simplest,simplest,,
SIMPLY,simply,simply,,
SIMULATING,simulating,simulating,,
SINCE,since,since,,
SINDEXVALUE,sindexwalue,sindexwalue,,
SINE,sine,sine,,
SINFONONE,sinfonone,sinfonone,,
SINGLE,single,single,,
SINSERTINDEX,sinsertindex,sinsxrtindex,,
SIZE,size,size,,
SIZEOFDIGIT,sizeofdigit,sizeofdigit,,
SKIP,skip,skip,,
SKIPKEYS,skipkeys,skipkeys,,
SKIPPED,skipped,skipped,,
SKIPPING,skipping,skipping,,
SKIPTEST,skiptest,skiptest,,
SLASH,slash,slash,,
SLAVE,slawe,slawe,,
SLICE,slice,slice,,
SLIPPING,slipping,slipping,,
SMALL,small,small,,
SMALLER,smaller,smallxr,,
SMALLEST,smallest,smallest,,
SMALLTALK,smalltalk,smalltalk,,
SNIFFER,sniffer,sniffxr,,
SNIFFS,sniffs,sniffs,,
SOCKET,socket,soket,,
SOFTWARE,software,software,,
SOLE,sole,sole,,
SOMETHING,something,something,,
SOMETIMES,sometimes,sometimes,,
SOON,soon,soon,,
SORTED,sorted,sorted,,
SORTEDC,sortedc,sortedc,,
SORTKEYS,sortkeys,sortkeys,,
SORTKEYSTRUE,sortkeystrue,sortkeystrue,,
SOURCE,source,source,,
SOURCES,sources,sources,,
SPACE,space,space,,
SPACES,spaces,spaces,,
SPAN,span,span,,
SPAWNLEMODE,spawnlemode,spawnlemode,,
SPAWNLMODE,spawnlmode,spawnlmode,,
SPEC,spec,spec,,
SPECIAL,special,special,,
SPECIALIZED,specialized,specialized,,
SPECIALIZING,specializing,specializing,,
SPECIFIC,specific,specific,,
SPECIFICALLY,specifically,specifically,,
SPECIFIED,specified,specified,,
SPECIFIER,specifier,specifixr,,
SPECIFIERS,specifiers,specifixrs,,
SPECIFIES,specifies,specifies,,
SPECIFY,specify,specify,,
SPECIFYING,specifying,specifying,,
SPEED,speed,speed,,
SPLIT,split,split,,
SPLITS,splits,splits,,
SPOPINDEX,spopindex,spopindex,,
SQRTSUMPX,skrtsumpx,skrtsumpx,,
SQRTSUMX,skrtsumx,skrtsumx,,
SQRTXX,skrtxx,skrtxx,,
SQUARE,skuare,skuare,,
SRC,src,src,,
SRCDIRFD,srcdirfd,srcdirfd,,
SRCDIRFDNONE,srcdirfdnone,srcdirfdnone,,
SREMOVEVALUE,sremowewalue,sremowiyualue,,
SREVERSE,srxwxrse,srxwxrse,,
SROWCOL,srowcol,srowcol,,
SSEECCOONNDD,sseeccoonndd,sseeccoonndd,,
SSEEPP,sseepp,sseepp,,
SSIINNHHX,ssiinnhhx,ssiinnhhx,,
SSIINNX,ssiinnx,ssiinnx,,
SSOORRTTSELF,ssoorrttself,ssoorrttself,,
SSPPAANNSELF,ssppaannself,ssppaannself,,
SSQQRRTTX,sskkrrttx,sskkrrttx,,
SSTTAATTPATH,ssttaattpath,ssttaattpath,,
SSTTAATTSELF,ssttaattself,ssttaattself,,
SSTTAATTUUSS,ssttaattuuss,ssttaattuuss,,
SSTTDDEERRRR,ssttddeerrrr,ssttddexrrrr,,
SSTTDDEEVV,ssttddeeww,ssttddeiyuw,,
SSTTDDIINN,ssttddiinn,ssttddiinn,,
SSTTDDOOUUTT,ssttddoouutt,ssttddoouutt,,
SSTTGGIIDD,ssttggiidd,ssttggiidd,,
SSTTIINNOO,ssttiinnoo,ssttiinnoo,,
SSTTMMOODDEE,ssttmmooddee,ssttmmooddee,,
SSTTOOPPSELF,ssttooppself,ssttooppself,,
SSTTRR,ssttrr,ssttrr,,
SSTTRRIINNGG,ssttrriinngg,ssttrriinngg,,
SSTTRRSELF,ssttrrself,ssttrrself,,
SSTTSSIIZZEE,ssttssiizzee,ssttssiizzee,,
SSTTUUIIDD,ssttuuiidd,ssttuuiidd,,
SSUUBBNNSELF,ssuubbnnself,ssuubbnnself,,
SSUUBBSELF,ssuubbself,ssuubbself,,
SSYYSSTTEEMM,ssyysstteemm,ssyysstteemm,,
STABLE,stable,stable,,
STACK,stack,stak,,
STACKINFO,stackinfo,stakinfo,,
STACKING,stacking,staking,,
STACKLEVEL,stacklxwxl,staklxwxl,,
STAND,stand,stand,,
STANDARD,standard,standard,,
START,start,start,,
STARTDIR,startdir,startdir,,
STARTED,started,started,,
STARTFILE,startfile,startfile,,
STARTING,starting,starting,,
STARTS,starts,starts,,
STARTTEST,starttest,starttest,,
STARTUP,startup,startup,,
STAT,stat,stat,,
STATE,state,state,,
STATES,states,states,,
STATIC,static,static,,
STATICMETHOD,staticmethod,staticmethod,,
STATPATH,statpath,statpath,,
STATRESULT,statresult,statresult,,
STATUS,status,status,,
STATVFS,statwfs,statwfs,,
STBLKSIZE,stblksize,stblksize,,
STBLOCKS,stblocks,stbloks,,
STDERR,stderr,stdxrr,,
STDEV,stdew,stdiyu,,
STDIN,stdin,stdin,,
STDOUT,stdout,stdout,,
STEPS,steps,steps,,
STEPSNONE,stepsnone,stepsnone,,
STEVE,stxwx,stxwx,,
STFLAGS,stflags,stflags,,
STILL,still,still,,
STIME,stime,stime,,
STINO,stino,stino,,
STMODE,stmode,stmode,,
STNLINK,stnlink,stnlink,,
STOP,stop,stop,,
STOPNONE,stopnone,stopnone,,
STOPTEST,stoptest,stoptest,,
STORED,stored,stored,,
STORES,stores,stores,,
STORETRUE,storetrue,storetrue,,
STORING,storing,storing,,
STR,str,str,,
STRBYTES,strbytes,strbytes,,
STRDEV,strdew,strdiyu,,
STRDIG,strdig,strdig,,
STREAM,stream,stream,,
STREAMING,streaming,streaming,,
STREAMNONE,streamnone,streamnone,,
STRERROR,strerror,strxrror,,
STRFTIME,strftime,strftime,,
STRICT,strict,strict,,
STRICTTRUE,stricttrue,stricttrue,,
STRING,string,string,,
STRINGIFIED,stringified,stringified,,
STRINGIO,stringio,stringio,,
STRINGIZED,stringized,stringized,,
STRINGS,strings,strings,,
STRIPPING,stripping,stripping,,
STRIPS,strips,strips,,
STRMSG,strmsg,strmsg,,
STRONGLY,strongly,strongly,,
STRREPLACE,strreplace,strreplace,,
STRSELF,strself,strself,,
STRTRANSLATE,strtranslate,strtranslate,,
STRUCTURE,structure,structure,,
STRUCTURES,structures,structures,,
STUB,stub,stub,,
STUID,stuid,stuid,,
STYLE,style,style,,
SUB,sub,sub,,
SUBAREAS,subareas,subareas,,
SUBCLASS,subclass,subclass,,
SUBCLASSED,subclassed,subclassed,,
SUBCLASSES,subclasses,subclasses,,
SUBCLASSING,subclassing,subclassing,,
SUBGROUP,subgroup,subgroup,,
SUBGROUPS,subgroups,subgroups,,
SUBLEVELS,sublxwxls,sublxwxls,,
SUBN,subn,subn,,
SUBPARSER,subparser,subparsxr,,
SUBPARSERS,subparsers,subparsxrs,,
SUBPROCESS,subprocess,subprocess,,
SUBSET,subset,subset,,
SUBSHELL,subshell,subshell,,
SUBSTITUTE,substitute,substitute,,
SUBSTITUTION,substitution,substitution,,
SUBSTRING,substring,substring,,
SUBSTRINGS,substrings,substrings,,
SUBTEST,subtest,subtest,,
SUBTLE,subtle,subtle,,
SUBTRACT,subtract,subtract,,
SUBTRACTS,subtracts,subtracts,,
SUCCEED,succeed,succeed,,
SUCCESS,success,success,,
SUCCESSFUL,successful,successful,,
SUCCESSFULLY,successfully,successfully,,
SUCCESSIVE,successiwe,successiwe,,
SUCCESSIVELY,successiwely,successiwely,,
SUCH,such,such,,
SUFFERED,suffered,suffxred,,
SUFFIX,suffix,suffix,,
SUGGESTIONS,suggestions,suggestions,,
SUIDSGID,suidsgid,suidsgid,,
SUIT,suit,suit,,
SUITABLE,suitable,suitable,,
SUITE,suite,suite,,
SUITEMASK,suitemask,suitemask,,
SUITES,suites,suites,,
SUM,sum,sum,,
SUMCVALUES,sumcwalues,sumcwalues,,
SUMMARY,summary,summary,,
SUMMED,summed,summed,,
SUMS,sums,sums,,
SUNDAY,sunday,sunday,,
SUPERCLASS,superclass,supxrclass,,
SUPERCLASSS,superclasss,supxrclasss,,
SUPERMKDIR,supermkdir,supxrmkdir,,
SUPERRENAME,superrename,supxrrename,,
SUPERRMDIR,superrmdir,supxrrmdir,,
SUPERSET,superset,supxrset,,
SUPPLIED,supplied,supplied,,
SUPPLY,supply,supply,,
SUPPORT,support,support,,
SUPPORTED,supported,supported,,
SUPPORTING,supporting,supporting,,
SUPPORTS,supports,supports,,
SUPPRESS,suppress,suppress,,
SURE,sure,sure,,
SUSPENDED,suspended,suspended,,
SWITCH,switch,switch,,
SWITCHING,switching,switching,,
SYMBOLIC,symbolic,symbolic,,
SYMLINK,symlink,symlink,,
SYMLINKS,symlinks,symlinks,,
SYMMETRY,symmetry,symmetry,,
SYNOPSIS,synopsis,synopsis,,
SYNTAX,syntax,syntax,,
SYS,sys,sys,,
SYSBYTEORDER,sysbyteorder,sysbyteordxr,,
SYSEXCINFO,sysexcinfo,sysexcinfo,,
SYSNAME,sysname,sysname,,
SYSSETTRACE,syssettrace,syssettrace,,
SYSSTDERR,sysstderr,sysstdxrr,,
SYSSTDOUT,sysstdout,sysstdout,,
SYSTEM,system,system,,
SYSTEMEXIT,systemexit,systemexit,,
SYSTEMS,systems,systems,,
TAB,tab,tab,,
TABDELIMITED,tabdelimited,tabdelimited,,
TABLE,table,table,,
TABS,tabs,tabs,,
TABSIZE,tabsize,tabsize,,
TAG,tag,tag,,
TAGSVCAEC,tagswcaec,tagswcaec,,
TAKES,takes,takes,,
TAKING,taking,taking,,
TANGENT,tangent,tangent,,
TARGET,target,target,,
TARGETS,targets,targets,,
TARGS,targs,targs,,
TASK,task,task,,
TASKNAMES,tasknames,tasknames,,
TBFRAME,tbframe,tbframe,,
TBLASTI,tblasti,tblasti,,
TBLINENO,tblineno,tblineno,,
TBNEXT,tbnext,tbnext,,
TEARDOWN,teardown,teardown,,
TEARDOWNNONE,teardownnone,teardownnone,,
TELL,tell,tell,,
TELLS,tells,tells,,
TEMPLATE,template,template,,
TEMPLATELIB,templatelib,templatelib,,
TEMPORARY,temporary,temporary,,
TERM,term,txrm,,
TERMINAL,terminal,txrminal,,
TERMINALS,terminals,txrminals,,
TERMINALSIZE,terminalsize,txrminalsize,,
TERMINATE,terminate,txrminate,,
TERMINATED,terminated,txrminated,,
TERMS,terms,txrms,,
TEST,test,test,,
TESTADDSELF,testaddself,testaddself,,
TESTCASE,testcase,testcase,,
TESTCASES,testcases,testcases,,
TESTED,tested,tested,,
TESTFUNC,testfunc,testfunc,,
TESTING,testing,testing,,
TESTRESULT,testresult,testresult,,
TESTRUNNER,testrunner,testrunnxr,,
TESTS,tests,tests,,
TESTSUITE,testsuite,testsuite,,
TEXT,text,text,,
TEXTBASED,textbased,textbased,,
TEXTDOC,textdoc,textdoc,,
TEXTUAL,textual,textual,,
THEEXCEPTION,theexception,theexception,,
THEMSELVES,themselwes,themselwes,,
THEOREM,theorem,theorem,,
THEREFORE,therefore,thxrefore,,
THERES,theres,thxres,,
THERETO,thereto,thxreto,,
THEWARNING,thewarning,thiyuarning,,
THINGS,things,things,,
THIRD,third,third,,
THIS,this,this,,
THORNY,thorny,thorny,,
THOSE,those,those,,
THREAD,thread,thread,,
THREADD,threadd,threadd,,
THREADINFO,threadinfo,threadinfo,,
THREADNAMES,threadnames,threadnames,,
THREADS,threads,threads,,
THREE,three,three,,
THREEWAYCMPX,threewaycmpx,threiyuaycmpx,,
THROW,throw,throw,,
THROWN,thrown,thrown,,
TIDY,tidy,tidy,,
TIDYUP,tidyup,tidyup,,
TIMEDELTA,timedelta,timedelta,,
TIMEGMTIME,timegmtime,timegmtime,,
TIMEHOUR,timehour,timehour,,
TIMES,times,times,,
TIMESNONE,timesnone,timesnone,,
TIMESPEC,timespec,timespec,,
TIMESRESULT,timesresult,timesresult,,
TIMESTAMP,timestamp,timestamp,,
TIMESTRFTIME,timestrftime,timestrftime,,
TIMESTRPTIME,timestrptime,timestrptime,,
TIMETIME,timetime,timetime,,
TIMETIMENS,timetimens,timetimens,,
TIMEZONE,timezone,timezone,,
TIMING,timing,timing,,
TNRFV,tnrfw,tnrfw,,
TNRXBXC,tnrxbxc,tnrxbxc,,
TOGETHER,together,togethxr,,
TOKEN,token,token,,
TOKENEATER,tokeneater,tokeneatxr,,
TOLERANCES,tolerances,tolxrances,,
TOMMY,tommy,tommy,,
TOOL,tool,tool,,
TOP,top,top,,
TOPDOWN,topdown,topdown,,
ACHIEVE,achixwx,achixwx,,
ACHIEVED,achixwxd,achixwxd,,
ACHIEVEMENT,achixwxment,achixwxment,,
ACHIEVEMENTS,achixwxments,achixwxments,,
ACHIEVERS,achixwxrs,achixwxrs,,
ACHIEVES,achixwxs,achixwxs,,
AGGRIEVED,aggrixwxd,aggrixwxd,,
BELIEVE,belixwx,belixwx,,
BELIEVED,belixwxd,belixwxd,,
BELIEVER,belixwxr,belixwxr,,
BELIEVERS,belixwxrs,belixwxrs,,
BELIEVES,belixwxs,belixwxs,,
BEVERAGE,bxwxrage,bxwxrage,,
BEVERAGES,bxwxrages,bxwxrages,,
BEVERLY,bxwxrly,bxwxrly,,
CLEVELAND,clxwxland,clxwxland,,
CLEVER,clxwxr,clxwxr,,
CLEVERLY,clxwxrly,clxwxrly,,
DEVELOP,dxwxlop,dxwxlop,,
DEVELOPED,dxwxloped,dxwxloped,,
DEVELOPERS,dxwxlopers,dxwxlopxrs,,
DEVELOPING,dxwxloping,dxwxloping,,
DEVELOPMENT,dxwxlopment,dxwxlopment,,
DEVELOPMENTAL,dxwxlopmental,dxwxlopmental,,
DEVELOPMENTALLY,dxwxlopmentally,dxwxlopmentally,,
DEVELOPMENTS,dxwxlopments,dxwxlopments,,
DEVELOPS,dxwxlops,dxwxlops,,
ELEVEN,elxwxn,elxwxn,,
ELEVENTH,elxwxnth,elxwxnth,,
EVE,ewe,iyue,,
EVELYN,ewelyn,iyuelyn,,
EVENING,ewening,iwxning,,
EVENINGS,ewenings,iwxnings,,
EVENLY,ewenly,iwxnly,,
EVENTFUL,ewentful,iwxntful,,
EVENTUAL,ewentual,iwxntual,,
EVENTUALITY,ewentuality,iwxntuality,,
EVENTUALLY,ewentually,iwxntually,,
EVER,ewer,xwxr,,
EVEREST,ewerest,xwxrest,,
EVERETT,ewerett,xwxrett,,
EVERGLADES,ewerglades,xwxrglades,,
EVERGREEN,ewergreen,xwxrgreen,,
EVERLASTING,ewerlasting,xwxrlasting,,
EVERTON,ewerton,xwxrton,,
EVERYBODY,ewerybody,xwxrybody,,
EVERYDAY,eweryday,xwxryday,,
EVERYONE,eweryone,xwxryone,,
EVERYTHING,ewerything,xwxrything,,
EVERYTIME,ewerytime,xwxrytime,,
EVERYWHERE,ewerywhere,xwxrywhxre,,
FEVER,fxwxr,fxwxr,,
FEVERISH,fxwxrish,fxwxrish,,
FEVERS,fxwxrs,fxwxrs,,
FOREVER,forxwxr,forxwxr,,
GENEVIEVE,genewixwx,geniyuixwx,,
GRIEVE,grixwx,grixwx,,
GRIEVED,grixwxd,grixwxd,,
IRREVERENT,irrxwxrent,irrxwxrent,,
IRREVERSIBLE,irrxwxrsible,irrxwxrsible,,
LEVELED,lxwxled,lxwxled,,
LEVELING,lxwxling,lxwxling,,
LEVELLED,lxwxlled,lxwxlled,,
LEVER,lxwxr,lxwxr,,
LEVERAGE,lxwxrage,lxwxrage,,
LEVERAGED,lxwxraged,lxwxraged,,
LEVERAGES,lxwxrages,lxwxrages,,
LEVERAGING,lxwxraging,lxwxraging,,
LEVERS,lxwxrs,lxwxrs,,
NEVERMIND,nxwxrmind,nxwxrmind,,
NEVERTHELESS,nxwxrtheless,nxwxrtheless,,
PEEVE,pexwx,pexwx,,
PEEVES,pexwxs,pexwxs,,
PERSEVERANCE,persxwxrance,pxrsxwxrance,,
PERSEVERE,persxwxre,pxrsxwxre,,
PERSEVERED,persxwxred,pxrsxwxred,,
PREVENTABLE,prxwxntable,prxwxntable,,
PREVENTATIVE,prxwxntatiwe,prxwxntatiwe,,
PREVENTED,prxwxnted,prxwxnted,,
PREVENTING,prxwxnting,prxwxnting,,
PREVENTION,prxwxntion,prxwxntion,,
PREVENTIVE,prxwxntiwe,prxwxntiwe,,
RECIEVE,recixwx,recixwx,,
REDEVELOPMENT,redxwxlopment,redxwxlopment,,
REEVES,rexwxs,rexwxs,,
RELIEVE,relixwx,relixwx,,
RELIEVED,relixwxd,relixwxd,,
RELIEVER,relixwxr,relixwxr,,
RELIEVERS,relixwxrs,relixwxrs,,
RELIEVES,relixwxs,relixwxs,,
REPRIEVE,reprixwx,reprixwx,,
RETRIEVER,retrixwxr,retrixwxr,,
REVEAL,rxwxal,rxwxal,,
REVEALED,rxwxaled,rxwxaled,,
REVEALING,rxwxaling,rxwxaling,,
REVEALS,rxwxals,rxwxals,,
REVEL,rxwxl,rxwxl,,
REVELATION,rxwxlation,rxwxlation,,
REVELATIONS,rxwxlations,rxwxlations,,
REVENGE,rxwxnge,rxwxnge,,
REVENUE,rxwxnue,rxwxnue,,
REVENUES,rxwxnues,rxwxnues,,
REVERB,rxwxrb,rxwxrb,,
REVERE,rxwxre,rxwxre,,
REVERED,rxwxred,rxwxred,,
REVERENCE,rxwxrence,rxwxrence,,
REVEREND,rxwxrend,rxwxrend,,
REVERSAL,rxwxrsal,rxwxrsal,,
REVERSED,rxwxrsed,rxwxrsed,,
REVERSIBLE,rxwxrsible,rxwxrsible,,
REVERSING,rxwxrsing,rxwxrsing,,
REVERT,rxwxrt,rxwxrt,,
REVERTED,rxwxrted,rxwxrted,,
REVERTING,rxwxrting,rxwxrting,,
ROOSEVELT,roosxwxlt,roosxwxlt,,
SEVENTEEN,sxwxnteen,sxwxnteen,,
SEVENTEENTH,sxwxnteenth,sxwxnteenth,,
SEVENTH,sxwxnth,sxwxnth,,
SEVENTIES,sxwxnties,sxwxnties,,
SEVENTY,sxwxnty,sxwxnty,,
SEVER,sxwxr,sxwxr,,
SEVERANCE,sxwxrance,sxwxrance,,
SEVERE,sxwxre,sxwxre,,
SEVERED,sxwxred,sxwxred,,
SEVERELY,sxwxrely,sxwxrely,,
SEVERUS,sxwxrus,sxwxrus,,
SIEVE,sixwx,sixwx,,
SLEEVE,slexwx,slexwx,,
SLEEVED,slexwxd,slexwxd,,
SLEEVELESS,slexwxless,slexwxless,,
SLEEVES,slexwxs,slexwxs,,
STEVEN,stxwxn,stxwxn,,
STEVENS,stxwxns,stxwxns,,
STEVENSON,stxwxnson,stxwxnson,,
THIEVES,thixwxs,thixwxs,,
UNBELIEVERS,unbelixwxrs,unbelixwxrs,,
UNDERDEVELOPED,underdxwxloped,undxrdxwxloped,,
UNDEVELOPED,undxwxloped,undxwxloped,,
UNEVEN,unewen,xniwxn,,
UNEVENTFUL,unewentful,xniwxntful,,
WHATEVER,whatewer,whatxwxr,,
WHATSOEVER,whatsoewer,whatsoxwxr,,
WHENEVER,whenewer,whenxwxr,,
WHEREVER,wherewer,whxrxwxr,,
WHICHEVER,whichewer,whichxwxr,,
