Row 2: e52=a | vinqi=है | pnzabi=হৈ | guzraji=হৈ | xg38=vxi
Row 237: e52=barrel | vinqi=बैरल | pnzabi=বৈরল | guzraji=বৈরল | xg38=bxirl
Row 238: e52=barrier | vinqi=बाधाओं | pnzabi=বাধাওং | guzraji=বাধাওং | xg38=baQao
Row 239: e52=base | vinqi=आधार | pnzabi=আধার | guzraji=আধার | xg38=xaQar
Row 240: e52=baseball | vinqi=बेसबॉल | pnzabi=বেসব৉ল | guzraji=বেসব৉ল | xg38=besbal
Row 241: e52=basic | vinqi=बुनियादी | pnzabi=বুনিযাদী | guzraji=বুনিযাদী | xg38=buniyaqi
Row 242: e52=basically | vinqi=मूल रूप से | pnzabi=মূল রূপ সে | guzraji=মূল রূপ সে | xg38=mul rup se
Row 243: e52=basis | vinqi=आधार | pnzabi=আধার | guzraji=আধার | xg38=xaQar
Row 244: e52=basket | vinqi=बास्केटबाल | pnzabi=বাস্কেটবাল | guzraji=বাস্কেটবাল | xg38=basketbal
Row 245: e52=basketball | vinqi=बास्केटबाल | pnzabi=বাস্কেটবাল | guzraji=বাস্কেটবাল | xg38=basketbal
Row 246: e52=bathroom | vinqi=स्नानघर | pnzabi=স্নানঘর | guzraji=স্নানঘর | xg38=snanGr
Row 247: e52=battery | vinqi=बैटरी | pnzabi=বৈটরী | guzraji=বৈটরী | xg38=bxitri
Row 248: e52=battle | vinqi=युद्ध | pnzabi=যুদ্ধ | guzraji=যুদ্ধ | xg38=yuqQ
Row 249: e52=be | vinqi=होना | pnzabi=হোনা | guzraji=হোনা | xg38=vona
Row 250: e52=beach | vinqi=सागरतट | pnzabi=সাগরতট | guzraji=সাগরতট | xg38=sagrjt
Row 251: e52=bean | vinqi=सेम | pnzabi=সেম | guzraji=সেম | xg38=sem
Row 252: e52=bear | vinqi=सहना | pnzabi=সহনা | guzraji=সহনা | xg38=svna
Row 253: e52=beat | vinqi=हराना | pnzabi=হরানা | guzraji=হরানা | xg38=vrana
Row 254: e52=beautiful | vinqi=सुंदर | pnzabi=সুংদর | guzraji=সুংদর | xg38=sunqr
Row 255: e52=beauty | vinqi=सुंदरता | pnzabi=সুংদরতা | guzraji=সুংদরতা | xg38=sunqrja
Row 256: e52=because | vinqi=इसलिये | pnzabi=ইসলিযে | guzraji=ইসলিযে | xg38=isliye
Row 257: e52=become | vinqi=बनना | pnzabi=বননা | guzraji=বননা | xg38=bnna
Row 258: e52=bed | vinqi=बिस्तर | pnzabi=বিস্তর | guzraji=বিস্তর | xg38=bisjr
Row 259: e52=bedroom | vinqi=शयनकक्ष | pnzabi=শযনকক্ষ | guzraji=শযনকক্ষ | xg38=SynkS
Row 260: e52=beer | vinqi=बीयर | pnzabi=বীযর | guzraji=বীযর | xg38=biyr
Row 261: e52=before | vinqi=इससे पहले | pnzabi=ইসসে পহলে | guzraji=ইসসে পহলে | xg38=isse pvle
Row 262: e52=begin | vinqi=शुरू करना | pnzabi=শুরূ করনা | guzraji=শুরূ করনা | xg38=Suru krna
Row 263: e52=beginning | vinqi=शुरुआत | pnzabi=শুরুআত | guzraji=শুরুআত | xg38=Suruxaj
Row 264: e52=behavior | vinqi=व्‍यवहार | pnzabi=঵্‍য঵হার | guzraji=঵্‍য঵হার | xg38=w‍ywvar
Row 265: e52=behind | vinqi=पीछे | pnzabi=পীছে | guzraji=পীছে | xg38=piCe
Row 266: e52=being | vinqi=प्राणी | pnzabi=প্রাণী | guzraji=প্রাণী | xg38=prani
Row 267: e52=belief | vinqi=विश्वास | pnzabi=঵িশ্঵াস | guzraji=঵িশ্঵াস | xg38=wiSwas
Row 268: e52=believe | vinqi=मानना | pnzabi=মাননা | guzraji=মাননা | xg38=manna
Row 269: e52=bell | vinqi=सुंदर | pnzabi=সুংদর | guzraji=সুংদর | xg38=sunqr
Row 270: e52=belong | vinqi=संबंधित होना | pnzabi=সংবংধিত হোনা | guzraji=সংবংধিত হোনা | xg38=smbnQij vona
Row 271: e52=below | vinqi=नीचे | pnzabi=নীচে | guzraji=নীচে | xg38=nice
Row 272: e52=belt | vinqi=बेल्ट | pnzabi=বেল্ট | guzraji=বেল্ট | xg38=belt
Row 273: e52=bench | vinqi=बेंच | pnzabi=বেংচ | guzraji=বেংচ | xg38=benc
Row 274: e52=bend | vinqi=झुकना | pnzabi=ঝুকনা | guzraji=ঝুকনা | xg38=Zukna
Row 275: e52=beneath | vinqi=नीचे | pnzabi=নীচে | guzraji=নীচে | xg38=nice
Row 276: e52=benefit | vinqi=फायदा | pnzabi=ফাযদা | guzraji=ফাযদা | xg38=fayqa
Row 277: e52=beside | vinqi=पास | pnzabi=পাস | guzraji=পাস | xg38=pas
Row 278: e52=besides | vinqi=के अतिरिक्त | pnzabi=কে অতিরিক্ত | guzraji=কে অতিরিক্ত | xg38=ke xjirikj
Row 279: e52=best | vinqi=श्रेष्ठ | pnzabi=শ্রেষ্ঠ | guzraji=শ্রেষ্ঠ | xg38=SresT
Row 280: e52=bet | vinqi=शर्त | pnzabi=শর্ত | guzraji=শর্ত | xg38=Srj
Row 281: e52=better | vinqi=बेहतर | pnzabi=বেহতর | guzraji=বেহতর | xg38=bevjr
Row 282: e52=between | vinqi=के बीच | pnzabi=কে বীচ | guzraji=কে বীচ | xg38=ke bic
Row 283: e52=beyond | vinqi=आगे | pnzabi=আগে | guzraji=আগে | xg38=xage
Row 284: e52=bible | vinqi=बाइबिल | pnzabi=বাইবিল | guzraji=বাইবিল | xg38=baibil
Row 285: e52=big | vinqi=बड़ा | pnzabi=বড়া | guzraji=বড়া | xg38=bRa
Row 286: e52=bike | vinqi=साइकिल | pnzabi=সাইকিল | guzraji=সাইকিল | xg38=saikil
Row 287: e52=bill | vinqi=बिल | pnzabi=বিল | guzraji=বিল | xg38=bil
Row 288: e52=billion | vinqi=खरब | pnzabi=খরব | guzraji=খরব | xg38=Krb
Row 289: e52=bind | vinqi=बाँधना | pnzabi=বাঁধনা | guzraji=বাঁধনা | xg38=banQna
Row 290: e52=biological | vinqi=जैविक | pnzabi=জৈ঵িক | guzraji=জৈ঵িক | xg38=zxiwik
Row 291: e52=bird | vinqi=चिड़िया | pnzabi=চিড়িযা | guzraji=চিড়িযা | xg38=ciRiya
Row 292: e52=birth | vinqi=जन्म | pnzabi=জন্ম | guzraji=জন্ম | xg38=znm
Row 293: e52=birthday | vinqi=जन्मदिन | pnzabi=জন্মদিন | guzraji=জন্মদিন | xg38=znmqin
Row 294: e52=bit | vinqi=काटा | pnzabi=কাটা | guzraji=কাটা | xg38=kata
Row 295: e52=bite | vinqi=मुर्गा | pnzabi=মুর্গা | guzraji=মুর্গা | xg38=murga
Row 296: e52=black | vinqi=काला | pnzabi=কালা | guzraji=কালা | xg38=kala
Row 297: e52=blade | vinqi=ब्लेड | pnzabi=ব্লেড | guzraji=ব্লেড | xg38=bled
Row 298: e52=blame | vinqi=आरोप | pnzabi=আরোপ | guzraji=আরোপ | xg38=xarop
Row 299: e52=blanket | vinqi=कंबल | pnzabi=কংবল | guzraji=কংবল | xg38=kmbl
Row 300: e52=blind | vinqi=अंधा | pnzabi=অংধা | guzraji=অংধা | xg38=xnQa
Row 301: e52=block | vinqi=खंड मैथा | pnzabi=খংড মৈথা | guzraji=খংড মৈথা | xg38=Knd mxiJa
Row 302: e52=blood | vinqi=रक्त | pnzabi=রক্ত | guzraji=রক্ত | xg38=rkj
Row 303: e52=blow | vinqi=फुंक मारा | pnzabi=ফুংক মারা | guzraji=ফুংক মারা | xg38=fuNk mara
Row 304: e52=blue | vinqi=नीला | pnzabi=নীলা | guzraji=নীলা | xg38=nila
Row 305: e52=board | vinqi=मंडल | pnzabi=মংডল | guzraji=মংডল | xg38=mndl
Row 306: e52=boat | vinqi=नाव | pnzabi=না঵ | guzraji=না঵ | xg38=naw
Row 307: e52=body | vinqi=तन | pnzabi=তন | guzraji=তন | xg38=jn
Row 308: e52=bomb | vinqi=बम | pnzabi=বম | guzraji=বম | xg38=bm
Row 309: e52=bombing | vinqi=बम विस्फोट | pnzabi=বম ঵িস্ফোট | guzraji=বম ঵িস্ফোট | xg38=bm wisfot
Row 310: e52=bond | vinqi=कूदना | pnzabi=কূদনা | guzraji=কূদনা | xg38=kuqna
Row 311: e52=bone | vinqi=हड्डी | pnzabi=হড্ডী | guzraji=হড্ডী | xg38=vddi
Row 312: e52=book | vinqi=किताब | pnzabi=কিতাব | guzraji=কিতাব | xg38=kijab
Row 313: e52=boom | vinqi=बूम | pnzabi=বূম | guzraji=বূম | xg38=bum
Row 314: e52=boot | vinqi=घुटनों तक पहने जाने वाले जूते | pnzabi=ঘুটনোং তক পহনে জানে ঵ালে জূতে | guzraji=ঘুটনোং তক পহনে জানে ঵ালে জূতে | xg38=Gutno jk pvne zane wale zuje
Row 315: e52=border | vinqi=सीमा | pnzabi=সীমা | guzraji=সীমা | xg38=sima
Row 316: e52=born | vinqi=पैदा होना | pnzabi=পৈদা হোনা | guzraji=পৈদা হোনা | xg38=pxiqa vona
Row 317: e52=borrow | vinqi=उधार | pnzabi=উধার | guzraji=উধার | xg38=uQar
Row 318: e52=boss | vinqi=रोब जमाना | pnzabi=রোব জমানা | guzraji=রোব জমানা | xg38=rob zmana
Row 319: e52=both | vinqi=दोनों | pnzabi=দোনোং | guzraji=দোনোং | xg38=qono
Row 320: e52=bother | vinqi=परेशान करना | pnzabi=পরেশান করনা | guzraji=পরেশান করনা | xg38=preSan krna
Row 321: e52=bottle | vinqi=बोतल | pnzabi=বোতল | guzraji=বোতল | xg38=bojl
Row 322: e52=bottom | vinqi=नीचे | pnzabi=নীচে | guzraji=নীচে | xg38=nice
Row 323: e52=boundary | vinqi=सीमा | pnzabi=সীমা | guzraji=সীমা | xg38=sima
Row 324: e52=bowl | vinqi=कटोरा | pnzabi=কটোরা | guzraji=কটোরা | xg38=ktora
Row 325: e52=box | vinqi=डिब्बा | pnzabi=ডিব্বা | guzraji=ডিব্বা | xg38=dibba
Row 326: e52=boy | vinqi=लड़का | pnzabi=লড়কা | guzraji=লড়কা | xg38=lRka
Row 327: e52=boyfriend | vinqi=दोस्त | pnzabi=দোস্ত | guzraji=দোস্ত | xg38=qosj
Row 328: e52=brain | vinqi=दिमाग | pnzabi=দিমাগ | guzraji=দিমাগ | xg38=qimag
Row 329: e52=branch | vinqi=शाखा | pnzabi=শাখা | guzraji=শাখা | xg38=SaKa
Row 330: e52=brand | vinqi=ब्रैंड | pnzabi=ব্রৈংড | guzraji=ব্রৈংড | xg38=brxind
Row 331: e52=bread | vinqi=रोटी | pnzabi=রোটী | guzraji=রোটী | xg38=roti
Row 332: e52=break | vinqi=टूटना | pnzabi=টূটনা | guzraji=টূটনা | xg38=tutna
Row 333: e52=breakfast | vinqi=सुबह का नाश्ता | pnzabi=সুবহ কা নাশ্তা | guzraji=সুবহ কা নাশ্তা | xg38=subv ka naSja
Row 334: e52=breast | vinqi=स्तन | pnzabi=স্তন | guzraji=স্তন | xg38=sjn
Row 335: e52=breath | vinqi=साँस लेना | pnzabi=সাঁস লেনা | guzraji=সাঁস লেনা | xg38=sans lena
Row 336: e52=breathe | vinqi=साँस लेना | pnzabi=সাঁস লেনা | guzraji=সাঁস লেনা | xg38=sans lena
Row 337: e52=brick | vinqi=ब्रगि | pnzabi=ব্রগি | guzraji=ব্রগি | xg38=brgi
Row 338: e52=bridge | vinqi=पुल | pnzabi=পুল | guzraji=পুল | xg38=pul
Row 339: e52=brief | vinqi=संक्षिप्त | pnzabi=সংক্ষিপ্ত | guzraji=সংক্ষিপ্ত | xg38=snSipj
Row 340: e52=briefly | vinqi=संक्षिप्त | pnzabi=সংক্ষিপ্ত | guzraji=সংক্ষিপ্ত | xg38=snSipj
Row 341: e52=bright | vinqi=चमकदार | pnzabi=চমকদার | guzraji=চমকদার | xg38=cmkqar
Row 342: e52=brilliant | vinqi=बहुत खूब | pnzabi=বহুত খূব | guzraji=বহুত খূব | xg38=bvuj Kub
Row 343: e52=bring | vinqi=लाओ | pnzabi=লাও | guzraji=লাও | xg38=lao
Row 344: e52=british | vinqi=अंग्रेजों | pnzabi=অংগ্রেজোং | guzraji=অংগ্রেজোং | xg38=xNgrezo
Row 345: e52=broad | vinqi=चौड़ा | pnzabi=চৌড়া | guzraji=চৌড়া | xg38=couRa
Row 346: e52=broken | vinqi=टूटी हुई | pnzabi=টূটী হুঈ | guzraji=টূটী হুঈ | xg38=tuti vui
Row 347: e52=brother | vinqi=भाई | pnzabi=ভাঈ | guzraji=ভাঈ | xg38=Bai
Row 348: e52=brown | vinqi=भूरा | pnzabi=ভূরা | guzraji=ভূরা | xg38=Bura
Row 349: e52=brush | vinqi=ब्रश | pnzabi=ব্রশ | guzraji=ব্রশ | xg38=brS
Row 350: e52=buck | vinqi=बक | pnzabi=বক | guzraji=বক | xg38=bk
Row 351: e52=budget | vinqi=बजट | pnzabi=বজট | guzraji=বজট | xg38=bzt
Row 352: e52=build | vinqi=बनाना | pnzabi=বনানা | guzraji=বনানা | xg38=bnana
Row 353: e52=building | vinqi=इमारत | pnzabi=ইমারত | guzraji=ইমারত | xg38=imarj
Row 354: e52=bullet | vinqi=गोली | pnzabi=গোলী | guzraji=গোলী | xg38=goli
Row 355: e52=bunch | vinqi=गुच्छा | pnzabi=গুচ্ছা | guzraji=গুচ্ছা | xg38=gucCa
Row 356: e52=burden | vinqi=बोझ | pnzabi=বোঝ | guzraji=বোঝ | xg38=boZ
Row 357: e52=burn | vinqi=जलाना | pnzabi=জলানা | guzraji=জলানা | xg38=zlana
Row 358: e52=bury | vinqi=दफ़नाना | pnzabi=দফ়নানা | guzraji=দফ়নানা | xg38=qfnana
Row 359: e52=bus | vinqi=बस | pnzabi=বস | guzraji=বস | xg38=bs
Row 360: e52=business | vinqi=व्यापार | pnzabi=঵্যাপার | guzraji=঵্যাপার | xg38=wyapar
Row 361: e52=busy | vinqi=व्यस्त | pnzabi=঵্যস্ত | guzraji=঵্যস্ত | xg38=wysj
Row 362: e52=but | vinqi=उद्देश्य | pnzabi=উদ্দেশ্য | guzraji=উদ্দেশ্য | xg38=uqqeSy
Row 363: e52=butter | vinqi=मक्खन | pnzabi=মক্খন | guzraji=মক্খন | xg38=mkKn
Row 364: e52=button | vinqi=बटन | pnzabi=বটন | guzraji=বটন | xg38=btn
Row 365: e52=buy | vinqi=खरीदना | pnzabi=খরীদনা | guzraji=খরীদনা | xg38=Kriqna
Row 366: e52=buyer | vinqi=क्रेता | pnzabi=ক্রেতা | guzraji=ক্রেতা | xg38=kreja
Row 367: e52=by | vinqi=द्वारा | pnzabi=দ্঵ারা | guzraji=দ্঵ারা | xg38=qwara
Row 368: e52=cabin | vinqi=केबिन | pnzabi=কেবিন | guzraji=কেবিন | xg38=kebin
Row 369: e52=cabinet | vinqi=कार्यालय | pnzabi=কার্যালয | guzraji=কার্যালয | xg38=karyaly
Row 370: e52=cable | vinqi=केबल | pnzabi=কেবল | guzraji=কেবল | xg38=kebl
Row 371: e52=cake | vinqi=केक | pnzabi=কেক | guzraji=কেক | xg38=kek
Row 372: e52=calculate | vinqi=calculate | pnzabi=calculate | guzraji=calculate | xg38=calculate
Row 373: e52=call | vinqi=बुलाना | pnzabi=বুলানা | guzraji=বুলানা | xg38=bulana
Row 374: e52=camera | vinqi=कैमरा | pnzabi=কৈমরা | guzraji=কৈমরা | xg38=kximra
Row 375: e52=camp | vinqi=शिविर | pnzabi=শি঵ির | guzraji=শি঵ির | xg38=Siwir
